1.396012243601862934e-03,6.256545554438594614e+00,5.989149515482269370e-01
4.814267729458920897e-03,1.935272463812911425e+01,2.070668710879417507e+00
6.458132650215997472e-03,2.847337866343897161e+01,2.781098970670534687e+00
1.149380386028431289e-02,4.515649764119499565e+01,4.968049041456241710e+00
1.168000784117517732e-02,5.402106590651229112e+01,5.049223800429523124e+00
1.216648937705167022e-02,5.504040982054658571e+01,5.261406564935747099e+00
1.410599151408309382e-02,6.476168204268947193e+01,6.108820951482254458e+00
1.597867715197143212e-02,6.278512359596323478e+01,6.929291290602768605e+00
1.650182600358651719e-02,7.295795850285581707e+01,7.158890161011661313e+00
1.802108161841364797e-02,9.645049269664984593e+01,7.826633680434295748e+00
1.920235236607092943e-02,8.934564451191911871e+01,8.346826762886903950e+00
1.932348500127911706e-02,9.061716054521205876e+01,8.400219058243692416e+00
2.050273156154336363e-02,9.265446771203218645e+01,8.920482080778159073e+00
2.091458920045341507e-02,9.287805887038595642e+01,9.102391497583779412e+00
2.453704715704407846e-02,1.204401015434946061e+02,1.070692243094553397e+01
2.820743162340066945e-02,1.274748172417762504e+02,1.234101335464431948e+01
2.901207869635147318e-02,1.282889311302158717e+02,1.270036724901990688e+01
3.458450321583961262e-02,1.520683059165097859e+02,1.519998314120601357e+01
4.051490278590552663e-02,1.526791375812838112e+02,1.788115323547568281e+01
4.152243713659320434e-02,2.017569206686941925e+02,1.833880463904793245e+01
4.217787248929183441e-02,1.844938542611123751e+02,1.863685494788985864e+01
4.298458363380075475e-02,1.562778169512763782e+02,1.900405534175169464e+01
4.429973340475834576e-02,2.157354952102651566e+02,1.960353736467033059e+01
4.531350200283745799e-02,1.904540033358850337e+02,2.006635926702546868e+01
4.610042798792668428e-02,1.841556931725238542e+02,2.042604963735234591e+01
4.615745484851463409e-02,2.331176255550367102e+02,2.045213024108006650e+01
4.672248347481033903e-02,1.888243070735099138e+02,2.071064642382527765e+01
5.107804091114620526e-02,2.444672878907370261e+02,2.270992074082815293e+01
5.487851597538351278e-02,2.277870133421359924e+02,2.446375169641446945e+01
5.565383469535523098e-02,2.428630839886926935e+02,2.482260944409656389e+01
