1.055920356465733789e-03,4.704433719548338999e+00,4.529074860987372664e-01
1.833802112782367821e-02,8.396786496330695115e+01,7.970122892281141347e+00
3.705532536654221332e-02,1.820894963105120041e+02,1.633095746932038850e+01
4.051949949939093187e-02,1.619193816288905907e+02,1.790302958311911397e+01
4.661772373057404550e-02,1.756530964508262969e+02,2.068897840768599039e+01
5.590164885863169175e-02,2.564472008687148445e+02,2.497534843742088739e+01
6.357492797969754861e-02,2.559584122749813275e+02,2.855878267549214300e+01
7.491639241382275216e-02,3.101224301225188356e+02,3.392200995585127288e+01
7.758964767622300585e-02,2.965608722975214846e+02,3.519765833220423445e+01
8.633914304674750184e-02,3.903359927732105348e+02,3.940324343713672306e+01
9.948131622509737149e-02,4.594568457304166031e+02,4.580700285503340297e+01
1.120000607289763916e-01,5.489120153198009575e+02,5.200260391295360307e+01
1.253653317741918460e-01,6.260590153559412556e+02,5.871859923934302117e+01
1.269368886185573420e-01,6.605306254631361753e+02,5.951511110231446366e+01
1.269524215129493872e-01,4.973689057864007736e+02,5.952299074756975017e+01
1.329584262102554426e-01,7.648035839138382244e+02,6.258016443138283336e+01
1.396751641080165030e-01,6.687816930766125552e+02,6.602357214042638134e+01
1.624366972421122934e-01,9.215746483654352232e+02,7.788190407756474087e+01
1.661842147920398194e-01,9.054008543594150069e+02,7.986196722788417901e+01
1.662579825809782363e-01,8.034265312610083356e+02,7.990102137676885263e+01
1.699377777386303912e-01,7.937822394190136492e+02,8.185297539256904997e+01
1.733731993931115767e-01,8.652226835029226777e+02,8.368200071738908719e+01
1.806153964446910454e-01,7.959322753852478627e+02,8.755883524230802095e+01
1.868422013512105462e-01,1.129090983471471873e+03,9.091482159317716594e+01
1.892847427135555538e-01,8.882012843459820033e+02,9.223694468804188773e+01
1.905728550465071169e-01,9.777553479104121834e+02,9.293547443476842318e+01
1.924188817841261390e-01,9.407003946240860159e+02,9.393810193054233082e+01
2.022211126752935240e-01,9.727752111477683457e+02,9.929232587937468679e+01
2.099486979786748808e-01,1.198872190197631880e+03,1.035490727029314826e+02
2.204915277765946424e-01,1.058144445668350045e+03,1.094068574872902673e+02
2.250471501704505162e-01,1.008373607973726507e+03,1.119558246183789691e+02
2.322369167447768668e-01,1.173955708936190604e+03,1.160002862686773710e+02
2.423281983344096613e-01,1.132870460608848589e+03,1.217212219814886822e+02
2.507679930117101552e-01,1.169534828808819384e+03,1.265452012501034744e+02
2.639079291830845886e-01,1.513318424729231310e+03,1.341260078211701909e+02
2.717737565006752565e-01,1.424856768877247077e+03,1.387045267744084072e+02
2.723133480132733375e-01,1.401731755484990117e+03,1.390197125666841202e+02
2.832473189206432540e-01,1.358048206119919769e+03,1.454366919076074964e+02
2.848125393921034920e-01,1.233482696844456086e+03,1.463599858379746763e+02
3.036162425019870437e-01,1.643128649114208883e+03,1.575425790993432145e+02
3.288903619323544358e-01,1.347853511916923480e+03,1.728318780989976347e+02
3.388344926029249748e-01,1.559750282408959265e+03,1.789270088631712099e+02
3.411815105490763056e-01,1.634954331705819413e+03,1.803720343898826570e+02
3.461412272852790739e-01,1.510249358214235144e+03,1.834337064261918897e+02
3.549994989856102290e-01,2.015773128820612328e+03,1.889289785792311989e+02
3.634478798566189717e-01,2.044617767145050493e+03,1.942019178464122433e+02
3.646225524095196846e-01,1.939406702377028751e+03,1.949375241342477523e+02
3.745985917789249608e-01,1.674169982652166254e+03,2.012086653372311957e+02
3.836831741344350899e-01,2.197839971507994960e+03,2.069563432393674418e+02
3.944642228781287674e-01,2.298981605959677836e+03,2.138224564222375363e+02
4.299948123563603897e-01,2.497759551575110891e+03,2.367894453698787913e+02
4.309446624879025300e-01,2.798385300487912446e+03,2.374104214177172310e+02
4.314419154252220334e-01,1.994681995834833288e+03,2.377356495394580236e+02
4.408210113146284748e-01,2.526828209992086158e+03,2.438883673740589586e+02
4.502610434953771001e-01,2.050096857445630576e+03,2.501159195956688563e+02
4.511728997926265361e-01,2.587180501153700789e+03,2.507193047056513251e+02
4.520519302700631847e-01,2.671708472198938580e+03,2.513012735643458200e+02
4.591311762421403930e-01,2.629611188395794670e+03,2.559990157244146758e+02
4.591992873681616238e-01,2.606653284618107591e+03,2.560443074704905371e+02
4.602442760564926516e-01,2.849398876202008523e+03,2.567394148992456735e+02
4.626353970195007381e-01,2.599105686201033677e+03,2.583315177114774315e+02
4.660700787411973245e-01,2.432076170194936822e+03,2.606222838403986088e+02
4.676998836775796420e-01,2.087549976022087321e+03,2.617108553041432515e+02
4.925511502046791001e-01,2.889271325988556782e+03,2.784330729044414170e+02
5.013811682347339982e-01,2.636759200023663652e+03,2.844298022659631329e+02
5.014474788283180828e-01,3.351590300863382254e+03,2.844749435077337125e+02
5.118827857655869895e-01,2.625628131454540380e+03,2.915986806139819123e+02
5.126282670553077292e-01,2.714861319247349911e+03,2.921090918068547921e+02
5.246534959014792499e-01,2.739589490323139216e+03,3.003698745315423935e+02
5.317103441768766814e-01,2.799661686614074824e+03,3.052414617873149609e+02
5.323542243360810389e-01,3.416815860632483691e+03,3.056868258486289278e+02
5.361836270100566182e-01,3.104637020470394418e+03,3.083385726964019113e+02
5.366061362307579241e-01,3.197090863712878217e+03,3.086314612298447173e+02
